unit_id,donation_date,expiry_date,transfusion_date,blood_group,hospital_name,hospital_department,inventory_level,daily_units_demanded,status,wastage_reason,days_in_storage,inventory_risk,shortage_flag,year,month
BBU013903,2023-05-27,2023-07-08,2023-06-10,O+,Lagos University Teaching Hospital,Surgery,78,24,Transfused,\N,14,Low,No,2023,May
BBU013904,2023-08-11,2023-09-22,2023-08-28,B+,University College Hospital Ibadan,Obstetrics,8,8,Transfused,\N,17,High,No,2023,August
BBU013905,2025-04-21,2025-06-02,2025-05-02,O+,Aminu Kano Teaching Hospital,Pediatrics,33,17,Transfused,\N,11,Low,No,2025,April
BBU013906,2024-08-20,2024-10-01,\N,B+,Lagos University Teaching Hospital,Emergency,8,8,Available,\N,32,High,No,2024,August
BBU013907,2023-03-05,2023-04-16,2023-03-14,O+,National Hospital Abuja,Emergency,39,18,Transfused,\N,9,Low,No,2023,March
BBU013908,2024-06-07,2024-07-19,2024-06-15,O+,University College Hospital Ibadan,Hematology,25,17,Transfused,\N,8,Medium,No,2024,June
BBU013909,2023-01-20,2023-03-03,2023-01-27,O+,Federal Medical Centre Owerri,Trauma,52,24,Transfused,\N,7,Low,No,2023,January
BBU013910,2024-10-15,2024-11-26,2024-10-17,O+,Lagos University Teaching Hospital,Obstetrics,74,15,Transfused,\N,2,Low,No,2024,October
BBU013911,2025-12-09,2026-01-20,2025-12-15,A+,Lagos University Teaching Hospital,Surgery,34,17,Transfused,\N,6,Low,No,2025,December
BBU013912,2025-08-05,2025-09-16,\N,O+,University of Port Harcourt Teaching Hospital,Surgery,78,12,Available,\N,31,Low,No,2025,August
BBU013913,2025-10-25,2025-12-06,2025-11-03,A+,National Hospital Abuja,Emergency,21,14,Transfused,\N,9,Medium,No,2025,October
BBU013914,2023-06-13,2023-07-25,2023-07-05,B+,University College Hospital Ibadan,Surgery,23,7,Transfused,\N,22,Medium,No,2023,June
BBU013915,2024-09-14,2024-10-26,2024-09-26,O+,Aminu Kano Teaching Hospital,ICU,22,17,Transfused,\N,12,Medium,No,2024,September
BBU013916,2025-08-22,2025-10-03,2025-09-03,A+,University College Hospital Ibadan,Surgery,31,14,Transfused,\N,12,Low,No,2025,August
BBU013917,2024-01-07,2024-02-18,2024-01-10,O+,University of Port Harcourt Teaching Hospital,Trauma,42,13,Transfused,\N,3,Low,No,2024,January
BBU013918,2025-04-06,2025-05-18,2025-04-13,O+,Federal Medical Centre Owerri,Obstetrics,43,26,Transfused,\N,7,Low,No,2025,April
BBU013919,2025-01-17,2025-02-28,2025-01-29,A-,University College Hospital Ibadan,Surgery,28,12,Transfused,\N,12,Medium,No,2025,January
BBU013920,2025-12-03,2026-01-14,2025-12-15,O+,Lagos University Teaching Hospital,ICU,44,18,Transfused,\N,12,Low,No,2025,December
BBU013921,2023-11-01,2023-12-13,2023-11-04,B+,Lagos University Teaching Hospital,Hematology,43,6,Transfused,\N,3,Low,No,2023,November
BBU013922,2025-10-11,2025-11-22,2025-10-25,O+,Federal Medical Centre Owerri,Surgery,62,12,Transfused,\N,14,Low,No,2025,October
BBU013923,2024-11-29,2025-01-10,2024-12-12,B+,University College Hospital Ibadan,Trauma,33,5,Transfused,\N,13,Low,No,2024,November
BBU013924,2024-10-06,2024-11-17,2024-10-25,A+,National Hospital Abuja,Surgery,38,8,Transfused,\N,19,Low,No,2024,October
BBU013925,2024-08-04,2024-09-15,2024-08-15,O+,Lagos University Teaching Hospital,Surgery,27,13,Transfused,\N,11,Medium,No,2024,August
BBU013926,2025-04-08,2025-05-20,2025-04-21,O+,Lagos University Teaching Hospital,Obstetrics,20,12,Transfused,\N,13,Medium,No,2025,April
BBU013927,2025-06-02,2025-07-14,2025-06-17,O+,National Hospital Abuja,Oncology,79,24,Transfused,\N,15,Low,No,2025,June
BBU013928,2023-08-27,2023-10-08,\N,A+,National Hospital Abuja,Emergency,34,17,Available,\N,4,Low,No,2023,August
BBU013929,2024-12-03,2025-01-14,2024-12-20,A+,University College Hospital Ibadan,Surgery,20,6,Transfused,\N,17,Medium,No,2024,December
BBU013930,2025-02-14,2025-03-28,2025-03-11,B+,Aminu Kano Teaching Hospital,Surgery,33,5,Transfused,\N,25,Low,No,2025,February
BBU013931,2023-12-03,2024-01-14,\N,A+,University of Port Harcourt Teaching Hospital,ICU,26,9,Expired,Damaged During Handling,42,Medium,No,2023,December
BBU013932,2025-02-06,2025-03-20,2025-03-04,AB+,University College Hospital Ibadan,Trauma,39,6,Transfused,\N,26,Low,No,2025,February
BBU013933,2023-07-07,2023-08-18,2023-07-13,O+,University College Hospital Ibadan,Obstetrics,52,14,Transfused,\N,6,Low,No,2023,July
BBU013934,2024-03-12,2024-04-23,2024-03-27,O+,University College Hospital Ibadan,Emergency,34,24,Transfused,\N,15,Low,No,2024,March
BBU013935,2025-07-13,2025-08-24,2025-07-26,B-,University College Hospital Ibadan,Emergency,29,12,Transfused,\N,13,Medium,No,2025,July
BBU013936,2025-01-11,2025-02-22,\N,B+,Federal Medical Centre Owerri,Surgery,24,11,Available,\N,1,Medium,No,2025,January
BBU013937,2025-02-26,2025-04-09,2025-03-09,A+,National Hospital Abuja,Obstetrics,43,8,Transfused,\N,11,Low,No,2025,February
BBU013938,2024-01-05,2024-02-16,2024-01-19,B+,Lagos University Teaching Hospital,Pediatrics,34,5,Transfused,\N,14,Low,No,2024,January
BBU013939,2024-02-03,2024-03-16,2024-02-22,A+,University College Hospital Ibadan,Surgery,23,18,Transfused,\N,19,Medium,No,2024,February
BBU013940,2023-11-19,2023-12-31,2023-12-11,A+,National Hospital Abuja,Emergency,48,9,Transfused,\N,22,Low,No,2023,November
BBU013941,2025-06-10,2025-07-22,\N,B+,National Hospital Abuja,Surgery,45,11,Available,\N,24,Low,No,2025,June
BBU013942,2023-04-13,2023-05-25,2023-04-23,O+,Lagos University Teaching Hospital,Emergency,54,15,Transfused,\N,10,Low,No,2023,April
BBU013943,2025-08-12,2025-09-23,\N,B+,Lagos University Teaching Hospital,Emergency,28,13,Expired,Contamination Detected,42,Medium,No,2025,August
BBU013944,2023-03-16,2023-04-27,\N,AB+,University College Hospital Ibadan,Hematology,33,2,Available,\N,18,Low,No,2023,March
BBU013945,2023-02-10,2023-03-24,2023-02-20,A+,National Hospital Abuja,Emergency,20,11,Transfused,\N,10,Medium,No,2023,February
BBU013946,2024-09-18,2024-10-30,2024-09-29,A+,National Hospital Abuja,Emergency,41,12,Transfused,\N,11,Low,No,2024,September
BBU013947,2024-11-14,2024-12-26,2024-11-29,A+,Lagos University Teaching Hospital,Emergency,14,7,Transfused,\N,15,Medium,No,2024,November
BBU013948,2023-09-05,2023-10-17,2023-09-22,B+,Federal Medical Centre Owerri,Oncology,44,8,Transfused,\N,17,Low,No,2023,September
BBU013949,2023-04-26,2023-06-07,2023-04-30,O+,University of Port Harcourt Teaching Hospital,ICU,75,17,Transfused,\N,4,Low,No,2023,April
BBU013950,2024-03-02,2024-04-13,2024-04-03,AB+,National Hospital Abuja,Pediatrics,16,6,Transfused,\N,32,Medium,No,2024,March
BBU013951,2024-08-19,2024-09-30,2024-08-22,O+,Lagos University Teaching Hospital,Surgery,38,18,Transfused,\N,3,Low,No,2024,August
BBU013952,2023-12-01,2024-01-12,2023-12-07,O+,Federal Medical Centre Owerri,Emergency,25,18,Transfused,\N,6,Medium,No,2023,December
BBU013953,2024-10-24,2024-12-05,2024-11-10,B+,Lagos University Teaching Hospital,Trauma,29,18,Transfused,\N,17,Medium,No,2024,October
BBU013954,2023-03-04,2023-04-15,2023-03-13,O+,Lagos University Teaching Hospital,Surgery,78,13,Transfused,\N,9,Low,No,2023,March
BBU013955,2024-01-15,2024-02-26,2024-01-23,O+,University College Hospital Ibadan,Surgery,41,24,Transfused,\N,8,Low,No,2024,January
BBU013956,2025-09-20,2025-11-01,\N,A+,Lagos University Teaching Hospital,ICU,16,8,Available,\N,3,Medium,No,2025,September
BBU013957,2025-02-20,2025-04-03,2025-02-28,O+,Federal Medical Centre Owerri,Obstetrics,61,18,Transfused,\N,8,Low,No,2025,February
BBU013958,2024-12-14,2025-01-25,2024-12-19,O+,University College Hospital Ibadan,Oncology,48,28,Transfused,\N,5,Low,No,2024,December
BBU013959,2025-06-24,2025-08-05,2025-07-18,B+,Lagos University Teaching Hospital,Surgery,12,15,Transfused,\N,24,Medium,Yes,2025,June
BBU013960,2025-01-28,2025-03-11,2025-02-01,B+,Lagos University Teaching Hospital,Emergency,14,17,Transfused,\N,4,Medium,Yes,2025,January
BBU013961,2024-08-06,2024-09-17,2024-08-14,O+,University of Port Harcourt Teaching Hospital,Surgery,26,19,Transfused,\N,8,Medium,No,2024,August
BBU013962,2025-09-21,2025-11-02,\N,AB+,University College Hospital Ibadan,ICU,44,5,Available,\N,24,Low,No,2025,September
BBU013963,2025-09-23,2025-11-04,2025-10-07,O+,Aminu Kano Teaching Hospital,ICU,58,23,Transfused,\N,14,Low,No,2025,September
BBU013964,2024-02-18,2024-03-31,2024-03-02,O+,Lagos University Teaching Hospital,Surgery,67,16,Transfused,\N,13,Low,No,2024,February
BBU013965,2023-09-29,2023-11-10,2023-10-08,O+,University of Port Harcourt Teaching Hospital,Oncology,37,24,Transfused,\N,9,Low,No,2023,September
BBU013966,2024-03-22,2024-05-03,2024-04-02,O+,Lagos University Teaching Hospital,Emergency,49,14,Transfused,\N,11,Low,No,2024,March
BBU013967,2025-05-13,2025-06-24,\N,A+,Lagos University Teaching Hospital,Surgery,38,10,Available,\N,21,Low,No,2025,May
BBU013968,2025-07-13,2025-08-24,2025-07-20,B-,Lagos University Teaching Hospital,Surgery,45,6,Transfused,\N,7,Low,No,2025,July
BBU013969,2023-03-03,2023-04-14,2023-03-16,A-,University College Hospital Ibadan,Surgery,46,9,Transfused,\N,13,Low,No,2023,March
BBU013970,2024-06-24,2024-08-05,2024-07-02,A+,National Hospital Abuja,Emergency,50,5,Transfused,\N,8,Low,No,2024,June
BBU013971,2024-07-22,2024-09-02,2024-08-11,A+,Lagos University Teaching Hospital,Obstetrics,27,8,Transfused,\N,20,Medium,No,2024,July
BBU013972,2025-12-18,2026-01-29,2026-01-08,A-,Lagos University Teaching Hospital,ICU,16,11,Transfused,\N,21,Medium,No,2025,December
BBU013973,2025-07-04,2025-08-15,2025-07-15,B+,University of Port Harcourt Teaching Hospital,Hematology,33,14,Transfused,\N,11,Low,No,2025,July
BBU013974,2023-09-05,2023-10-17,2023-09-13,O+,Lagos University Teaching Hospital,Trauma,35,24,Transfused,\N,8,Low,No,2023,September
BBU013975,2025-09-24,2025-11-05,2025-10-14,B+,Federal Medical Centre Owerri,Obstetrics,25,17,Transfused,\N,20,Medium,No,2025,September
BBU013976,2025-12-02,2026-01-13,\N,A+,Lagos University Teaching Hospital,Hematology,35,18,Expired,Contamination Detected,42,Low,No,2025,December
BBU013977,2025-03-11,2025-04-22,2025-03-21,O+,Lagos University Teaching Hospital,Surgery,58,12,Transfused,\N,10,Low,No,2025,March
BBU013978,2025-09-07,2025-10-19,2025-09-17,A+,Aminu Kano Teaching Hospital,Surgery,41,11,Transfused,\N,10,Low,No,2025,September
BBU013979,2023-06-11,2023-07-23,\N,O+,University of Port Harcourt Teaching Hospital,Obstetrics,39,15,Available,\N,34,Low,No,2023,June
BBU013980,2024-05-05,2024-06-16,2024-05-18,O+,University College Hospital Ibadan,Hematology,40,13,Transfused,\N,13,Low,No,2024,May
BBU013981,2024-08-07,2024-09-18,\N,B+,University of Port Harcourt Teaching Hospital,ICU,47,5,Available,\N,18,Low,No,2024,August
BBU013982,2024-08-19,2024-09-30,2024-08-30,B+,Lagos University Teaching Hospital,Surgery,24,12,Transfused,\N,11,Medium,No,2024,August
BBU013983,2024-01-17,2024-02-28,2024-01-26,O+,National Hospital Abuja,ICU,49,13,Transfused,\N,9,Low,No,2024,January
BBU013984,2023-10-10,2023-11-21,2023-10-21,B+,Lagos University Teaching Hospital,Emergency,31,9,Transfused,\N,11,Low,No,2023,October
BBU013985,2024-12-04,2025-01-15,2024-12-13,O+,Lagos University Teaching Hospital,Obstetrics,66,16,Transfused,\N,9,Low,No,2024,December
BBU013986,2025-04-23,2025-06-04,2025-05-04,O+,Aminu Kano Teaching Hospital,Hematology,24,13,Transfused,\N,11,Medium,No,2025,April
BBU013987,2024-11-15,2024-12-27,2024-12-08,A+,Federal Medical Centre Owerri,ICU,24,12,Transfused,\N,23,Medium,No,2024,November
BBU013988,2023-12-01,2024-01-12,2023-12-07,O+,Lagos University Teaching Hospital,Hematology,55,27,Transfused,\N,6,Low,No,2023,December
BBU013989,2023-04-23,2023-06-04,2023-04-28,B+,University College Hospital Ibadan,Surgery,37,10,Transfused,\N,5,Low,No,2023,April
BBU013990,2024-05-18,2024-06-29,2024-06-07,AB+,Lagos University Teaching Hospital,Emergency,54,2,Transfused,\N,20,Low,No,2024,May
BBU013991,2025-02-20,2025-04-03,\N,O+,Aminu Kano Teaching Hospital,Surgery,71,12,Expired,Low Demand,42,Low,No,2025,February
BBU013992,2025-07-08,2025-08-19,2025-07-18,O+,University of Port Harcourt Teaching Hospital,Surgery,54,17,Transfused,\N,10,Low,No,2025,July
BBU013993,2023-03-05,2023-04-16,2023-03-21,A+,University College Hospital Ibadan,Pediatrics,22,10,Transfused,\N,16,Medium,No,2023,March
BBU013994,2025-12-07,2026-01-18,2026-01-01,A+,University of Port Harcourt Teaching Hospital,Pediatrics,46,14,Transfused,\N,25,Low,No,2025,December
BBU013995,2023-08-24,2023-10-05,2023-09-03,O+,Federal Medical Centre Owerri,ICU,63,12,Transfused,\N,10,Low,No,2023,August
BBU013996,2025-02-01,2025-03-15,2025-02-19,B+,Lagos University Teaching Hospital,Emergency,42,12,Transfused,\N,18,Low,No,2025,February
BBU013997,2025-07-29,2025-09-09,2025-08-16,A+,Federal Medical Centre Owerri,ICU,8,16,Transfused,\N,18,High,Yes,2025,July
BBU013998,2025-01-03,2025-02-14,2025-01-12,A+,National Hospital Abuja,Pediatrics,9,6,Transfused,\N,9,High,No,2025,January
BBU013999,2024-03-17,2024-04-28,2024-03-25,B+,Lagos University Teaching Hospital,Hematology,46,15,Transfused,\N,8,Low,No,2024,March
BBU014000,2024-10-22,2024-12-03,2024-11-13,A+,University of Port Harcourt Teaching Hospital,ICU,33,12,Transfused,\N,22,Low,No,2024,October
BBU014001,2025-09-06,2025-10-18,\N,A+,University of Port Harcourt Teaching Hospital,Oncology,27,17,Expired,Damaged During Handling,42,Medium,No,2025,September
BBU014002,2025-03-18,2025-04-29,\N,A+,University of Port Harcourt Teaching Hospital,Pediatrics,23,6,Available,\N,30,Medium,No,2025,March
BBU014003,2025-09-14,2025-10-26,2025-09-22,O+,University College Hospital Ibadan,Obstetrics,24,28,Transfused,\N,8,Medium,Yes,2025,September
BBU014004,2024-01-07,2024-02-18,2024-01-24,A+,National Hospital Abuja,ICU,34,11,Transfused,\N,17,Low,No,2024,January
BBU014005,2025-12-16,2026-01-27,2025-12-31,B+,University College Hospital Ibadan,Obstetrics,34,6,Transfused,\N,15,Low,No,2025,December
BBU014006,2024-04-21,2024-06-02,\N,B+,University College Hospital Ibadan,Obstetrics,22,17,Expired,Contamination Detected,42,Medium,No,2024,April
BBU014007,2025-03-14,2025-04-25,2025-03-19,O+,University of Port Harcourt Teaching Hospital,Obstetrics,33,15,Transfused,\N,5,Low,No,2025,March
BBU014008,2023-01-22,2023-03-05,\N,O+,Aminu Kano Teaching Hospital,Surgery,80,18,Expired,Low Demand,42,Low,No,2023,January
BBU014009,2025-04-19,2025-05-31,\N,A+,University College Hospital Ibadan,ICU,16,9,Available,\N,39,Medium,No,2025,April
BBU014010,2025-11-22,2026-01-03,2025-11-25,A+,National Hospital Abuja,Surgery,34,9,Transfused,\N,3,Low,No,2025,November
BBU014011,2024-06-01,2024-07-13,\N,A+,Federal Medical Centre Owerri,Pediatrics,33,11,Available,\N,23,Low,No,2024,June
BBU014012,2024-07-20,2024-08-31,2024-08-06,A+,University College Hospital Ibadan,Obstetrics,44,12,Transfused,\N,17,Low,No,2024,July
BBU014013,2023-03-04,2023-04-15,2023-03-19,A+,University College Hospital Ibadan,Oncology,28,8,Transfused,\N,15,Medium,No,2023,March
BBU014014,2024-08-31,2024-10-12,2024-09-02,O-,University College Hospital Ibadan,Surgery,4,20,Transfused,\N,2,High,Yes,2024,August
BBU014015,2024-06-09,2024-07-21,\N,A+,National Hospital Abuja,Oncology,44,15,Expired,Inventory Overstock,42,Low,No,2024,June
BBU014016,2024-08-11,2024-09-22,2024-08-17,B+,University of Port Harcourt Teaching Hospital,Obstetrics,14,7,Transfused,\N,6,Medium,No,2024,August
BBU014017,2025-08-10,2025-09-21,2025-08-14,B+,Lagos University Teaching Hospital,Pediatrics,32,7,Transfused,\N,4,Low,No,2025,August
BBU014018,2023-03-06,2023-04-17,\N,O+,National Hospital Abuja,Emergency,74,14,Available,\N,11,Low,No,2023,March
BBU014019,2025-12-23,2026-02-03,2026-01-03,B+,University College Hospital Ibadan,Emergency,47,8,Transfused,\N,11,Low,No,2025,December
BBU014020,2025-11-05,2025-12-17,2025-11-07,O+,National Hospital Abuja,Pediatrics,30,12,Transfused,\N,2,Medium,No,2025,November
BBU014021,2023-11-30,2024-01-11,2023-12-07,O+,Federal Medical Centre Owerri,ICU,72,12,Transfused,\N,7,Low,No,2023,November
BBU014022,2024-05-19,2024-06-30,2024-05-22,B+,Lagos University Teaching Hospital,Surgery,32,10,Transfused,\N,3,Low,No,2024,May
BBU014023,2024-08-14,2024-09-25,2024-08-29,B+,Aminu Kano Teaching Hospital,ICU,48,10,Transfused,\N,15,Low,No,2024,August
BBU014024,2025-12-10,2026-01-21,2025-12-26,A+,Lagos University Teaching Hospital,Oncology,35,14,Transfused,\N,16,Low,No,2025,December
BBU014025,2023-03-22,2023-05-03,2023-04-02,O+,Lagos University Teaching Hospital,Hematology,22,14,Transfused,\N,11,Medium,No,2023,March
BBU014026,2023-12-13,2024-01-24,2023-12-18,A+,Lagos University Teaching Hospital,Surgery,21,8,Transfused,\N,5,Medium,No,2023,December
BBU014027,2024-10-09,2024-11-20,2024-10-11,O+,University of Port Harcourt Teaching Hospital,Pediatrics,28,21,Transfused,\N,2,Medium,No,2024,October
BBU014028,2024-07-11,2024-08-22,2024-08-03,B-,Federal Medical Centre Owerri,Surgery,15,10,Transfused,\N,23,Medium,No,2024,July
BBU014029,2025-07-23,2025-09-03,2025-08-05,O+,Aminu Kano Teaching Hospital,Hematology,40,28,Transfused,\N,13,Low,No,2025,July
BBU014030,2024-06-30,2024-08-11,2024-07-16,AB+,Federal Medical Centre Owerri,Obstetrics,59,8,Transfused,\N,16,Low,No,2024,June
BBU014031,2025-08-04,2025-09-15,2025-08-12,O+,University of Port Harcourt Teaching Hospital,Pediatrics,47,28,Transfused,\N,8,Low,No,2025,August
BBU014032,2023-07-10,2023-08-21,2023-07-18,B+,National Hospital Abuja,Obstetrics,49,17,Transfused,\N,8,Low,No,2023,July
BBU014033,2025-09-10,2025-10-22,2025-10-01,B+,University of Port Harcourt Teaching Hospital,Surgery,36,18,Transfused,\N,21,Low,No,2025,September
BBU014034,2024-02-09,2024-03-22,2024-02-19,A+,National Hospital Abuja,Emergency,23,8,Transfused,\N,10,Medium,No,2024,February
BBU014035,2024-11-04,2024-12-16,2024-11-07,O-,Aminu Kano Teaching Hospital,Emergency,6,17,Transfused,\N,3,High,Yes,2024,November
BBU014036,2023-11-13,2023-12-25,\N,B+,Lagos University Teaching Hospital,Emergency,9,6,Expired,Contamination Detected,42,High,No,2023,November
BBU014037,2024-07-02,2024-08-13,2024-07-15,A+,Lagos University Teaching Hospital,Hematology,24,17,Transfused,\N,13,Medium,No,2024,July
BBU014038,2025-07-05,2025-08-16,2025-07-10,B+,Lagos University Teaching Hospital,Emergency,33,11,Transfused,\N,5,Low,No,2025,July
BBU014039,2025-04-28,2025-06-09,2025-05-09,O+,University College Hospital Ibadan,Emergency,75,17,Transfused,\N,11,Low,No,2025,April
BBU014040,2025-01-15,2025-02-26,2025-01-31,A-,Lagos University Teaching Hospital,Obstetrics,11,16,Transfused,\N,16,Medium,Yes,2025,January
BBU014041,2024-07-30,2024-09-10,2024-08-04,O+,University of Port Harcourt Teaching Hospital,Hematology,24,12,Transfused,\N,5,Medium,No,2024,July
BBU014042,2023-06-09,2023-07-21,2023-06-12,O+,Lagos University Teaching Hospital,Emergency,54,21,Transfused,\N,3,Low,No,2023,June
BBU014043,2025-09-24,2025-11-05,2025-10-02,B+,Aminu Kano Teaching Hospital,Surgery,23,15,Transfused,\N,8,Medium,No,2025,September
BBU014044,2025-04-15,2025-05-27,2025-04-22,B+,Aminu Kano Teaching Hospital,Emergency,31,18,Transfused,\N,7,Low,No,2025,April
BBU014045,2024-03-10,2024-04-21,2024-03-26,B+,Lagos University Teaching Hospital,Obstetrics,24,15,Transfused,\N,16,Medium,No,2024,March
BBU014046,2025-01-26,2025-03-09,\N,AB+,University College Hospital Ibadan,Surgery,59,4,Expired,Inventory Overstock,42,Low,No,2025,January
BBU014047,2025-05-29,2025-07-10,2025-06-02,O+,Lagos University Teaching Hospital,Trauma,67,14,Transfused,\N,4,Low,No,2025,May
BBU014048,2023-05-07,2023-06-18,2023-05-27,A+,Federal Medical Centre Owerri,Obstetrics,22,17,Transfused,\N,20,Medium,No,2023,May
BBU014049,2024-07-28,2024-09-08,2024-08-06,O+,Lagos University Teaching Hospital,ICU,67,25,Transfused,\N,9,Low,No,2024,July
BBU014050,2023-12-22,2024-02-02,2023-12-28,O+,Lagos University Teaching Hospital,Trauma,47,20,Transfused,\N,6,Low,No,2023,December
BBU014051,2023-04-17,2023-05-29,\N,B+,Lagos University Teaching Hospital,Pediatrics,12,18,Available,\N,38,Medium,Yes,2023,April
BBU014052,2025-11-16,2025-12-28,2025-12-20,AB+,Aminu Kano Teaching Hospital,Surgery,54,3,Transfused,\N,34,Low,No,2025,November
BBU014053,2025-11-10,2025-12-22,2025-11-16,O+,Lagos University Teaching Hospital,Trauma,77,15,Transfused,\N,6,Low,No,2025,November
BBU014054,2024-03-06,2024-04-17,2024-03-11,O+,National Hospital Abuja,Pediatrics,72,22,Transfused,\N,5,Low,No,2024,March
